subj.id PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12
sub-60068 29.398 -26.6859 5.6796 7.2392 -97.2606 27.2022 -3.8571 31.1512 11.075 7.4982 -33.7393 -7.8587
sub-60070 -18.3575 55.6459 -21.3136 -4.5232 -16.8245 -11.1709 6.825 -1.6193 -12.7768 -20.4443 19.5217 -16.6669
sub-60072 -6.5551 3.5393 -10.6763 -20.76 -7.8977 16.2601 -2.0691 -16.4439 3.6013 -20.872 -3.6327 11.7277
sub-60073 31.0798 -63.9769 77.285 33.8582 10.1787 50.3119 -47.3241 116.2919 20.9359 89.5383 -32.5925 4.3777
sub-60074 53.0694 16.7421 15.3775 63.2328 46.9103 15.7606 -9.2072 13.6906 -20.1939 5.7979 7.0436 24.8617
sub-60076 55.7969 35.4504 3.3596 38.4962 4.4599 22.2377 8.8335 44.6667 41.5346 53.0004 -21.6172 -22.1188
sub-60077 -0.1603 42.1121 -18.6972 -20.8486 -0.3516 -8.1835 0.9776 -2.261 -4.4683 1.1019 23.0488 17.7329
sub-60079 -44.0409 17.0978 -29.4733 -11.2252 63.5109 -32.0038 2.4555 14.5812 9.3538 -54.0778 61.7834 33.8247
sub-60080 75.1151 19.1575 -6.5549 49.7983 11.5338 51.2019 31.2959 26.4151 55.0618 46.1758 -54.2326 -44.5806
sub-60084 2.1201 46.8481 13.7135 -41.1054 12.9267 -4.0691 -21.1969 -6.4343 -13.7925 4.9075 -6.3639 31.4997
sub-60087 -74.1573 -174.7735 -38.6297 85.2986 -87.8974 11.3236 -3.3706 28.4806 -45.1401 -19.4818 29.419 77.8229
sub-60089 -5.0996 62.2859 7.9992 -15.6779 -33.4462 6.0604 -1.7521 14.5764 -31.4045 -7.9175 3.2279 -0.5866
sub-70001 -35.8056 16.4961 -27.2384 8.8693 -0.8533 -4.0201 -0.0016 19.3508 -22.1546 -6.894 18.7485 6.2917
sub-70004 19.0732 11.7989 2.2917 32.7325 -3.5864 11.0648 29.1943 -9.0456 10.4321 12.6888 73.6494 -23.0701
sub-70007 -18.946 31.3707 -40.102 34.399 28.693 13.9861 -11.8608 16.1207 -0.6029 0.4537 7.5274 3.1289
sub-70010 -29.8434 -12.4087 -39.8637 22.0703 18.6165 -1.8094 11.0398 -11.9639 23.5723 -5.0511 19.1199 18.3963
sub-70015 -7.7312 15.966 -19.7969 -43.7035 26.4108 -5.1305 -10.0709 -6.6409 34.0393 -4.8698 -6.6701 -28.1651
sub-70017 -6.9061 48.1907 9.7827 -25.9905 -27.1073 -2.5628 -4.1829 -13.5974 -1.0715 7.401 0.9727 8.6539
sub-70021 -3.3148 -28.9515 36.2487 -9.0154 -15.5641 2.4762 -23.0472 -10.4803 -0.8633 3.188 -11.1244 -25.4568
sub-70022 13.6498 -0.1457 -29.744 34.4958 26.8873 41.757 7.8982 -16.9061 36.1634 8.9273 -17.0207 -3.8883
sub-70026 -2.5398 53.645 -6.8456 -10.4988 -46.4211 -14.1306 15.6519 1.1749 -31.0093 16.2489 -5.4669 -35.6491
sub-70029 4.4147 69.8707 5.4803 -26.2827 -9.9407 -1.0343 7.6317 -8.9249 4.2266 4.3672 -9.6811 -12.0384
sub-70033 -16.8135 32.5952 -20.4239 37.9427 -30.8472 -11.5261 17.2443 41.8271 -52.4921 -6.2732 30.0248 13.9021
sub-70034 -30.2579 46.8615 -22.2843 -23.0006 21.3256 -11.7704 -20.8066 12.2742 -13.4626 12.6125 -2.695 5.7396
sub-70037 -13.8591 53.2572 -25.4397 8.224 -20.1237 -0.3274 3.4226 4.7541 -30.5529 9.4623 12.342 -23.3751
sub-70040 -6.8574 -56.1477 15.0397 0.7402 -17.6028 10.3728 -0.8054 -34.2248 28.3187 -25.0891 -19.4611 9.6479
sub-70046 20.1831 42.4203 47.5221 -40.3731 -12.2593 -15.251 -22.3621 10.4781 -8.1694 -17.2084 -0.057 8.391
sub-70048 -2.1068 -11.002 -75.5894 18.4675 25.9472 32.8677 -20.9198 9.766 12.085 18.5614 8.2999 -19.6928
sub-70049 -21.8755 45.4024 8.1163 -32.7054 12.3726 -18.2313 -5.5482 -4.7559 -5.0572 -24.9602 -7.0153 50.2119
sub-70051 19.6726 3.8305 47.7354 33.6015 86.6995 24.2266 28.6738 46.1811 3.1363 48.429 23.4133 -38.539
sub-70052 8.3376 28.7186 -30.411 42.8212 30.3586 31.5804 29.5003 61.7399 31.2876 -5.2341 93.8067 -45.3712
sub-70055 -16.6136 -34.3394 44.7578 35.2812 -4.8767 -48.4569 83.8137 5.6634 -7.9155 -11.3879 25.9769 -5.9176
sub-70057 11.0948 23.1126 -42.5052 1.8526 30.002 23.3442 -15.1463 1.7682 18.9051 -0.6279 3.2386 28.5344
sub-70058 0.0065 12.1678 -7.8451 22.7997 19.5191 8.3564 12.3003 1.9871 4.584 0.9693 14.23 7.8685
sub-70060 -76.2705 -161.7725 -41.4382 63.7816 -70.3403 -2.6168 38.441 22.5277 -35.0284 -2.7687 28.4405 0.9651
sub-70061 133.465 16.81 24.008 13.5714 -7.4547 64.8278 -6.9447 0.8861 37.9851 51.6345 -14.8222 1.5859
sub-70065 -80.282 -137.1635 -50.6865 15.3402 -67.2991 54.2967 -77.25 25.9865 -12.3912 -31.1174 -1.3282 73.8346
sub-70068 -23.7152 17.3551 -46.4895 23.0534 40.2894 14.6068 -3.1376 25.9468 -11.3035 19.0314 -5.3966 4.4636
sub-70069 16.3198 73.9932 32.1437 -22.3625 -46.276 11.2855 -11.3201 -17.0558 -25.5502 12.6769 -22.1422 -16.7572
sub-70070 -14.3372 -18.0369 46.8144 -33.8618 19.5496 -38.2616 31.2088 -26.1886 1.0359 1.4657 -2.2521 -8.988
sub-70072 -27.4524 -69.7487 43.7403 -47.1051 27.7642 -27.2738 -23.2859 -41.3052 6.5867 1.9875 -9.8674 -33.6941
sub-70073 -22.498 -38.7819 -31.5278 20.8334 22.0187 7.2866 -15.5684 10.7444 25.7655 14.5052 9.0138 -7.2693
sub-70074 -66.2632 -98.1061 -43.1931 30.8864 -44.9135 19.1754 -28.3823 8.6623 -21.2593 0.7761 2.2123 41.9571
sub-70075 -33.8027 -121.8324 15.3919 -43.228 -1.2328 7.3652 -71.5754 -25.7503 27.6707 -28.7016 -7.0966 -6.2393
sub-70076 -10.5357 55.7049 -16.4624 -44.3028 -0.0199 -27.8047 -7.1448 -18.9304 -5.6704 13.7859 -8.858 11.6617
sub-70077 -62.4265 -91.0238 12.4787 11.6766 -0.5245 -0.902 18.1527 -29.2075 4.3861 -22.0663 0.5175 25.0768
sub-70079 -16.7456 37.1099 2.1463 -22.1422 0.2312 -21.1941 -6.3222 3.7537 -21.1553 -38.788 29.3563 34.4148
sub-70080 -32.7547 -8.2614 -4.4914 -19.4657 -33.2744 7.8977 -8.8252 -0.1642 -13.8046 -16.1923 1.1513 18.1072
sub-70081 1.2469 -31.3508 20.3551 -14.3653 -19.7725 34.8317 3.5873 -33.7856 15.9451 11.7331 -49.5438 13.2145
sub-70083 -14.3955 8.1435 19.0186 -31.1364 20.0325 -3.607 -28.0816 -3.2614 3.3291 7.5475 -5.5089 -4.5079
sub-70086 -34.1532 50.4206 -51.3271 -25.1552 18.4036 -7.9989 -7.3086 -23.5397 33.0009 -12.5142 -18.321 -3.7435
